id,observations,researchGrade,species,observers,lastObserved,topTaxa,source
mahadevapura-kere,12,2,4,4,2025-09-10,Eriovixia excelsa (Hump Back Araneid Spider);Erythrina crista-galli (Cockspur coral tree);Plumbago auriculata (blue plumbago);Probergrothius sanguinolens (Indian Red Bug),inaturalist-2026-09
mahalchouadenahalli-kere-n,0,0,0,0,,,inaturalist-2026-09
mahalchoudadenahalli-kere-e,0,0,0,0,,,inaturalist-2026-09
mahanthalingapura-lake,22,19,15,1,2025-01-14,Gallinula chloropus (Eurasian Moorhen);Lanius cristatus (Brown Shrike);Anas poecilorhyncha (Indian Spot-billed Duck);Dendrocygna javanica (Lesser Whistling-Duck);Motacilla maderaspatensis (White-browed Wagtail);Actitis hypoleucos (Common Sandpiper);Anhinga melanogaster (Oriental Darter);Ardeola grayii (Indian Pond-Heron);Egretta garzetta (Little Egret);Fulica atra (Eurasian Coot),inaturalist-2026-09
mahimanapalya-lake,0,0,0,0,,,inaturalist-2026-09
mahimpura-kere,0,0,0,0,,,inaturalist-2026-09
mailapura-kere,0,0,0,0,,,inaturalist-2026-09
mailasandra-kere,18,8,13,6,2026-08-26,Argiope anasuja (Signature Spider);Asystasia gangetica (Chinese violet);Cyrtophora citricola (Tropical Tent-web Spider);Eudocima phalonia (Common Fruit-piercing Moth);Fulica atra (Eurasian Coot);Ganoderma resinaceum;Leucauge fastigata (Orange-and-black Pear Spider);Ludwigia adscendens (Water-dragon);Pavo cristatus (Indian Peafowl);Plumbago zeylanica (wild leadwort),inaturalist-2026-09
maitanahalli-kere,0,0,0,0,,,inaturalist-2026-09
majarevaradahalli-kunte,2,1,1,2,2023-06-07,Catopsilia pyranthe (Mottled Emigrant),inaturalist-2026-09
makali-kere,0,0,0,0,,,inaturalist-2026-09
makanahalli-kere,0,0,0,0,,,inaturalist-2026-09
makanahalli-kere-s,0,0,0,0,,,inaturalist-2026-09
malagondanahalli-kere,0,0,0,0,,,inaturalist-2026-09
malgalu-kunte,1,0,0,1,2023-05-10,,inaturalist-2026-09
malgalu-lake,0,0,0,0,,,inaturalist-2026-09
maligenahalli-kere,1,1,1,1,2020-06-14,Lantana camara (common lantana),inaturalist-2026-09
maligondanahalli-kunte1,0,0,0,0,,,inaturalist-2026-09
maligondanahalli-kunte2,0,0,0,0,,,inaturalist-2026-09
mallammana-katte,0,0,0,0,,,inaturalist-2026-09
mallanayakanahalli-lake,0,0,0,0,,,inaturalist-2026-09
mallarabanavadi-kere,0,0,0,0,,,inaturalist-2026-09
mallarabanavadi-kere-2,1,0,0,1,2022-10-30,,inaturalist-2026-09
mallasandra-gudde-lake,0,0,0,0,,,inaturalist-2026-09
mallasandra-kunte1,0,0,0,0,,,inaturalist-2026-09
mallasandra-kunte1-2,1,0,0,1,2025-05-22,,inaturalist-2026-09
mallasandra-kunte2,0,0,0,0,,,inaturalist-2026-09
mallasandra-kunte2-2,0,0,0,0,,,inaturalist-2026-09
mallasandra-kunte3,0,0,0,0,,,inaturalist-2026-09
mallasandra-kunte4,0,0,0,0,,,inaturalist-2026-09
mallasandra-lake,0,0,0,0,,,inaturalist-2026-09
mallasandra-lake-2,0,0,0,0,,,inaturalist-2026-09
mallathahalli-kunte1,0,0,0,0,,,inaturalist-2026-09
mallathahalli-kunte2,0,0,0,0,,,inaturalist-2026-09
mallathahalli-kunte3,0,0,0,0,,,inaturalist-2026-09
mallathahalli-kunte4,0,0,0,0,,,inaturalist-2026-09
mallathahalli-kunte5,570,284,222,34,2026-06-21,Euthalia nais (Baronet);Cigaritis vulcanus (Common Silverline);Danaus chrysippus (Plain Tiger Butterfly);Prosotas dubiosa (Tailless Lineblue);Acraea terpsicore (Tawny Coster);Catopsilia pomona (Lemon Migrant);Chilades parrhasius (Small Cupid);Hyllus semicupreus (Heavy-bodied Jumper);Oriolus kundoo (Indian Golden Oriole);Junonia hierta (Yellow Pansy),inaturalist-2026-09
mallathahalli-kunte6,1,1,1,1,2023-09-24,Junonia lemonias (Lemon Pansy),inaturalist-2026-09
mallathahalli-lake,438,215,138,7,2026-06-24,Herennia multipuncta (Ornamental Tree Trunk Spider);Tringa glareola (Wood Sandpiper);Mycteria leucocephala (Painted Stork);Telamonia dimidiata (Two-striped Telamonia);Thomisus projectus;Ardea cinerea (Grey Heron);Danaus chrysippus (Plain Tiger Butterfly);Hierodula tenuidentata;Himantopus himantopus (Black-winged Stilt);Myrmaplata plataleoides (Red Weaver Ant-mimicking Spider),inaturalist-2026-09
mallenahalli-lake,0,0,0,0,,,inaturalist-2026-09
mallikere,0,0,0,0,,,inaturalist-2026-09
mallipalya-lake,0,0,0,0,,,inaturalist-2026-09
mallohalli-kere,0,0,0,0,,,inaturalist-2026-09
mallonalli-lake,0,0,0,0,,,inaturalist-2026-09
malluru-kunte,0,0,0,0,,,inaturalist-2026-09
managondanahalli-kere,0,0,0,0,,,inaturalist-2026-09
manchanha-left,0,0,0,0,,,inaturalist-2026-09
manchenahalli-kere,0,0,0,0,,,inaturalist-2026-09
mande-katte-newly-created,0,0,0,0,,,inaturalist-2026-09
manganahalli-lake,2,2,2,2,2023-06-17,Ceriagrion coromandelianum (Coromandel Marsh Dart);Haliastur indus (Brahminy Kite),inaturalist-2026-09
manne-kere,0,0,0,0,,,inaturalist-2026-09
mantakurchi-kere,0,0,0,0,,,inaturalist-2026-09
mantakurchi-low-kere,0,0,0,0,,,inaturalist-2026-09
mantapa-kunte,0,0,0,0,,,inaturalist-2026-09
maragondanahalli-govt-lake,0,0,0,0,,,inaturalist-2026-09
maragondanahalli-kere,24,21,16,2,2025-05-29,Danaus chrysippus (Plain Tiger Butterfly);Jamides celeno (Common Cerulean);Prinia socialis (Ashy Prinia);Ardeola grayii (Indian Pond-Heron);Catopsilia pyranthe (Mottled Emigrant);Eurema hecabe (Common Grass Yellow);Fulica atra (Eurasian Coot);Halcyon smyrnensis (White-throated Kingfisher);Junonia hierta (Yellow Pansy);Leptocoma zeylonica (Purple-rumped Sunbird),inaturalist-2026-09
maragondanahalli-krishnasagara-lake,0,0,0,0,,,inaturalist-2026-09
maragondanahalli-kunte,0,0,0,0,,,inaturalist-2026-09
maragondanahalli-lak,0,0,0,0,,,inaturalist-2026-09
maragondanahalli-quarry,0,0,0,0,,,inaturalist-2026-09
maralajunte-lake,0,0,0,0,,,inaturalist-2026-09
marappanahalli-lake,0,0,0,0,,,inaturalist-2026-09
marasandhalli-lake-1,0,0,0,0,,,inaturalist-2026-09
marasandhalli-lake-2,0,0,0,0,,,inaturalist-2026-09
marasandra-lake,4,4,4,2,2025-03-16,Clitoria ternatea (Blue Pea);Lantana camara (common lantana);Phalacrocorax fuscicollis (Indian Cormorant);Zephyranthes candida (White rain-lily),inaturalist-2026-09
marasur-lake,1,0,0,1,2025-10-12,,inaturalist-2026-09
marenahalli-chokkanahalli-kunte-new,0,0,0,0,,,inaturalist-2026-09
marenahalli-kere,0,0,0,0,,,inaturalist-2026-09
marenahalli-kere-2,2,0,1,1,2020-04-17,Conogethes punctiferalis (Yellow Peach Moth),inaturalist-2026-09
marenahalli-kunte-1,0,0,0,0,,,inaturalist-2026-09
marenahalli-kunte-2,0,0,0,0,,,inaturalist-2026-09
marenahalli-kunte-3,0,0,0,0,,,inaturalist-2026-09
margondanahalli-kere,0,0,0,0,,,inaturalist-2026-09
marimakanaha-lake,0,0,0,0,,,inaturalist-2026-09
marohalli-kere,6,4,4,2,2024-01-21,Croton bonplandianus (Bonpland's croton);Foeniculum vulgare (fennel);Macroptilium atropurpureum (Purple Bush-Bean);Tirumala limniace (Blue Tiger),inaturalist-2026-09
mastenahalli-lake,1,1,1,1,2025-11-14,Bactrocera cucurbitae (Melon Fly),inaturalist-2026-09
matadakere,0,0,0,0,,,inaturalist-2026-09
mathkuru-kere,0,0,0,0,,,inaturalist-2026-09
mavalipura-kere-1,1,1,1,1,2021-12-18,Agriocnemis pygmaea (Wandering Midget),inaturalist-2026-09
mavalipura-kere-2,8,8,8,1,2022-03-16,Ardeola grayii (Indian Pond-Heron);Argiope anasuja (Signature Spider);Cepora nerissa (Common Gull);Cinnyris asiaticus (Purple Sunbird);Leptocoma zeylonica (Purple-rumped Sunbird);Leptosia nina (Psyche);Pareronia hippia (Indian Wanderer);Zosterops palpebrosus (Indian White-eye),inaturalist-2026-09
mavalipura-kere-2-newly-created,0,0,0,0,,,inaturalist-2026-09
mavalipura-kere-4,1,1,1,1,2026-06-05,Erythroxylum monogynum (Deccan Coca),inaturalist-2026-09
mavallipura-kere-se,0,0,0,0,,,inaturalist-2026-09
mavallipura-kunte-2,0,0,0,0,,,inaturalist-2026-09
mavallipura-kunte-3,0,0,0,0,,,inaturalist-2026-09
mavinakunte-lake-2,0,0,0,0,,,inaturalist-2026-09
mayasandra,0,0,0,0,,,inaturalist-2026-09
mayasandra-east-lake,0,0,0,0,,,inaturalist-2026-09
mayasandra-kere,0,0,0,0,,,inaturalist-2026-09
medhalli-kere,0,0,0,0,,,inaturalist-2026-09
medhalli-lake,0,0,0,0,,,inaturalist-2026-09
medi-agrahara-kere,0,0,0,0,,,inaturalist-2026-09
medi-agrahara-s,1,0,0,1,2025-03-24,,inaturalist-2026-09
medihalli-kere,0,0,0,0,,,inaturalist-2026-09
medihalli-kunte1,0,0,0,0,,,inaturalist-2026-09
medihalli-kunte2,0,0,0,0,,,inaturalist-2026-09
medihalli-kunte3,0,0,0,0,,,inaturalist-2026-09
medihalli-kunte4,0,0,0,0,,,inaturalist-2026-09
medihalli-lake,0,0,0,0,,,inaturalist-2026-09
medimalasandra-kere,0,0,0,0,,,inaturalist-2026-09
medimalsandra-lake,0,0,0,0,,,inaturalist-2026-09
medimalsandra-lake-2,0,0,0,0,,,inaturalist-2026-09
melangavimath-lake,0,0,0,0,,,inaturalist-2026-09
melinakere,389,330,134,18,2026-07-04,Merops orientalis (Asian Green Bee-eater);Terpsiphone paradisi (Indian Paradise-Flycatcher);Milvus migrans (Black Kite);Saxicola caprata (Pied Bushchat);Tachyspiza badia (Shikra);Dicrurus macrocercus (Black Drongo);Haliastur indus (Brahminy Kite);Mycteria leucocephala (Painted Stork);Pastor roseus (Rosy Starling);Pavo cristatus (Indian Peafowl),inaturalist-2026-09
melinakere-2,0,0,0,0,,,inaturalist-2026-09
melinatota-kere,1,1,1,1,2024-12-13,Syntomoides imaon (Handmaiden moth),inaturalist-2026-09
menasi-lake,2,2,2,1,2026-07-17,Dendrocygna javanica (Lesser Whistling-Duck);Tringa ochropus (Green Sandpiper),inaturalist-2026-09
menasiganahalli-lake,0,0,0,0,,,inaturalist-2026-09
mestripalya-lake,117,80,70,20,2026-08-22,Ficus benghalensis (Indian banyan);Halcyon smyrnensis (White-throated Kingfisher);Ipomoea cairica (Mile-a-minute vine);Papilio polytes (Common Mormon Swallowtail);Parthenium hysterophorus (Santa Maria feverfew);Ardea alba (Great Egret);Calotropis gigantea (crown flower);Camponotus compressus (Indian Black Ant);Chiasmia emersaria;Coccinella transversalis (Small Transverse Ladybird Beetle),inaturalist-2026-09
mettubande-lake,0,0,0,0,,,inaturalist-2026-09
minnapura-kere,0,0,0,0,,,inaturalist-2026-09
mishiganahalli-kere,0,0,0,0,,,inaturalist-2026-09
moge-kere,42,29,23,7,2026-04-04,Ardeola grayii (Indian Pond-Heron);Nycticorax nycticorax (Black-crowned Night Heron);Halcyon smyrnensis (White-throated Kingfisher);Ardea cinerea (Grey Heron);Egretta garzetta (Little Egret);Acridotheres tristis (Common Myna);Brachythemis contaminata (Ditch Jewel);Dirinaria applanata (Dirinaria Lichen);Eudynamys scolopaceus (Asian Koel);Himantopus himantopus (Black-winged Stilt),inaturalist-2026-09
moogana-katte,0,0,0,0,,,inaturalist-2026-09
muddenahalli-lake,103,89,80,17,2026-08-16,Tirumala septentrionis (Dark Blue Tiger);Zizina otis (Lesser Grass Blue);Amandava amandava (Red Avadavat);Calotropis gigantea (crown flower);Danaus chrysippus (Plain Tiger Butterfly);Euploea core (Common Crow);Himantopus himantopus (Black-winged Stilt);Pachliopta hector (Crimson Rose);Platalea leucorodia (Eurasian Spoonbill);Ploceus philippinus (Baya Weaver),inaturalist-2026-09
muddenahallipalya-lake,0,0,0,0,,,inaturalist-2026-09
muddinapalya-lake,0,0,0,0,,,inaturalist-2026-09
mudukappana-katte-newly-created,0,0,0,0,,,inaturalist-2026-09
mugalur-kere-nw,82,39,57,3,2025-12-16,Acacia auriculiformis (Earpod Wattle);Anhinga melanogaster (Oriental Darter);Ardeola grayii (Indian Pond-Heron);Herennia multipuncta (Ornamental Tree Trunk Spider);Pernis ptilorhynchus (Oriental Honey-buzzard);Saxicola caprata (Pied Bushchat);Zizina otis (Lesser Grass Blue);Acmella uliginosa (marsh para cress);Alternanthera ficoidea (sanguinaria);Alysicarpus vaginalis (White Moneywort),inaturalist-2026-09
muganahalli-kere,0,0,0,0,,,inaturalist-2026-09
mugbal-kere,0,0,0,0,,,inaturalist-2026-09
mullur-lake,0,0,0,0,,,inaturalist-2026-09
mulluru-kere,162,129,100,12,2026-08-25,Fulica atra (Eurasian Coot);Calotes versicolor (Indian Garden Lizard);Porphyrio poliocephalus (Gray-headed Swamphen);Cecropis daurica (Eastern Red-rumped Swallow);Fowlea piscator (Chequered Keelback);Leptocoma zeylonica (Purple-rumped Sunbird);Merops orientalis (Asian Green Bee-eater);Prinia socialis (Ashy Prinia);Pycnonotus cafer (Red-vented Bulbul);Ypthima huebneri (Common Four-ring),inaturalist-2026-09
mummenahalli-lake,0,0,0,0,,,inaturalist-2026-09
munekolalu-kunte1,3,2,3,1,2023-08-06,Achaea janata (Castor Semi-looper);Dysgonia algira (The Passenger);Psilogramma increta (Plain grey hawkmoth),inaturalist-2026-09
munekolalu-kunte2,0,0,0,0,,,inaturalist-2026-09
munekolalu-kunte3,0,0,0,0,,,inaturalist-2026-09
munekolalu-kunte4,0,0,0,0,,,inaturalist-2026-09
munganahalli-up-kere,0,0,0,0,,,inaturalist-2026-09
muppatu-kavalu-hosa-kere,16,16,15,1,2025-12-27,Acrocephalus dumetorum (Blyth's Reed Warbler);Alcedo atthis (Common Kingfisher);Anthus trivialis (Tree Pipit);Argya affinis (Yellow-billed Babbler);Corvus macrorhynchos (Large-billed Crow);Dendrocitta vagabunda (Rufous Treepie);Halcyon smyrnensis (White-throated Kingfisher);Haliastur indus (Brahminy Kite);Leptocoma zeylonica (Purple-rumped Sunbird);Lonchura striata (White-rumped Munia),inaturalist-2026-09
muppatu-kavalu-sakari,100,87,52,11,2025-12-27,Ploceus philippinus (Baya Weaver);Castalius rosimon (Common Pierrot);Pavo cristatus (Indian Peafowl);Trithemis aurora (Crimson Marsh Glider);Anastomus oscitans (Asian Openbill);Ardea purpurea (Purple Heron);Centropus sinensis (Greater Coucal);Disparoneura quadrimaculata (Black-winged Bambootail);Eudynamys scolopaceus (Asian Koel);Haliastur indus (Brahminy Kite),inaturalist-2026-09
mutagadahalli-lake,0,0,0,0,,,inaturalist-2026-09
muthakarahalli-kunte-2,0,0,0,0,,,inaturalist-2026-09
muthakarahalli-kunte-3,0,0,0,0,,,inaturalist-2026-09
muthukadhahalli-muthakarahalli-kunte-1,0,0,0,0,,,inaturalist-2026-09
mutsandra-lake,495,144,232,2,2026-07-31,Euchrysops cnejus (Gram Blue);Calotropis gigantea (crown flower);Phyllanthus reticulatus (Potato-smell);Malvastrum coromandelianum (three-lobe false mallow);Abutilon hirtum (Florida Keys Indian mallow);Amandava amandava (Red Avadavat);Croton bonplandianus (Bonpland's croton);Mimosa pudica (Sensitive Plant);Passiflora foetida (Stinking Passionflower);Sida spinosa (prickly fanpetals),inaturalist-2026-09
mutsandra-lake-2,0,0,0,0,,,inaturalist-2026-09
muttagatti-north-lake,0,0,0,0,,,inaturalist-2026-09
muttagatti-south-lake,0,0,0,0,,,inaturalist-2026-09
muttanallur-kere,2579,1895,457,65,2026-08-28,Colotis amata (Small Salmon Arab);Ploceus philippinus (Baya Weaver);Saxicola caprata (Pied Bushchat);Dicrurus macrocercus (Black Drongo);Ceriagrion coromandelianum (Coromandel Marsh Dart);Spilopelia chinensis (Spotted Dove);Athene brama (Spotted Owlet);Onychargia atrocyana (Marsh Dancer);Haliastur indus (Brahminy Kite);Ypthima huebneri (Common Four-ring),inaturalist-2026-09
muttayyanapalya-lake,0,0,0,0,,,inaturalist-2026-09
mutturayappan-a-katte,0,0,0,0,,,inaturalist-2026-09
mutturu-kere,0,0,0,0,,,inaturalist-2026-09
mylappanahalli-kere-1,0,0,0,0,,,inaturalist-2026-09
mylappanahalli-kere-2,7,2,3,4,2024-09-18,Andrographis serpyllifolia;Embelia viridiflora;Rostellularia vahliana (Indian justicia),inaturalist-2026-09
mylasandra-buddagana-katte,0,0,0,0,,,inaturalist-2026-09
mylasandra-dodda-agrahara-kere,0,0,0,0,,,inaturalist-2026-09
mylasandra-hosakere,1,0,1,1,2025-08-29,Vachellia farnesiana (Sweet acacia),inaturalist-2026-09
mylasandra-kunte,0,0,0,0,,,inaturalist-2026-09
mylasandra-kunte-2,0,0,0,0,,,inaturalist-2026-09
mylasandra-urumundinakere,0,0,0,0,,,inaturalist-2026-09
mysorammanadoddi-lake,3,2,2,1,2023-02-12,Coccinella transversalis (Small Transverse Ladybird Beetle);Mus musculus (House Mouse),inaturalist-2026-09
n-hosahalli-lake,0,0,0,0,,,inaturalist-2026-09
nadagudi-kere,0,0,0,0,,,inaturalist-2026-09
naduvinapur-lake,0,0,0,0,,,inaturalist-2026-09
nadvatti-kere-s,0,0,0,0,,,inaturalist-2026-09
nadvatti-lake,0,0,0,0,,,inaturalist-2026-09
nagadenahalli-kere,1,0,1,1,2026-01-16,Solanum violaceum (Indian Nightshade),inaturalist-2026-09
nagadevanahalli-katte,0,0,0,0,,,inaturalist-2026-09
nagana-kere,3,0,0,1,2026-04-11,,inaturalist-2026-09
naganahalli-lake,0,0,0,0,,,inaturalist-2026-09
naganathapura-kunte1,0,0,0,0,,,inaturalist-2026-09
naganayakanahalli-lake,0,0,0,0,,,inaturalist-2026-09
naganhalli-lake,0,0,0,0,,,inaturalist-2026-09
nagarabhavi-kunte-1,0,0,0,0,,,inaturalist-2026-09
nagarabhavi-kunte-2,1,1,1,1,2025-06-21,Euthalia aconthea (Common Baron),inaturalist-2026-09
nagarabhavi-kunte-3,0,0,0,0,,,inaturalist-2026-09
nagarabhavi-kunte-4,0,0,0,0,,,inaturalist-2026-09
nagarabhavi-un-named-lake-on-map,0,0,0,0,,,inaturalist-2026-09
nagareshvara-nagenahalli-kere,2,1,1,2,2026-07-11,Indotyphlops braminus (Brahminy Blindsnake),inaturalist-2026-09
nagareswaranagenahalli,0,0,0,0,,,inaturalist-2026-09
nagashettyhalli-kunte-1,1,0,0,1,2025-09-24,,inaturalist-2026-09
nagashettyhalli-kunte-2,0,0,0,0,,,inaturalist-2026-09
nagashettyhalli-kunte-3,1,0,0,1,2021-06-22,,inaturalist-2026-09
nagawara-kunte,0,0,0,0,,,inaturalist-2026-09
nagawara-lake,19,13,14,6,2025-12-17,Ardeola grayii (Indian Pond-Heron);Acridotheres tristis (Common Myna);Alcedo atthis (Common Kingfisher);Ardea coromanda (Eastern Cattle-Egret);Benincasa hispida (Winter Melon);Ceriagrion coromandelianum (Coromandel Marsh Dart);Eurybrachys tomentosus;Halcyon smyrnensis (White-throated Kingfisher);Haliastur indus (Brahminy Kite);Jamides celeno (Common Cerulean),inaturalist-2026-09
nagenahalli-kere,0,0,0,0,,,inaturalist-2026-09
nagondanahalli-kunte,0,0,0,0,,,inaturalist-2026-09
nallurahallikere,38,29,28,11,2026-07-16,Mycteria leucocephala (Painted Stork);Ocyceros birostris (Indian Grey Hornbill);Psittacula krameri (Rose-ringed Parakeet);Acridotheres tristis (Common Myna);Anas poecilorhyncha (Indian Spot-billed Duck);Ardea cinerea (Grey Heron);Ardea purpurea (Purple Heron);Ardeola grayii (Indian Pond-Heron);Athene brama (Spotted Owlet);Cecropis daurica (Eastern Red-rumped Swallow),inaturalist-2026-09
nallurahallin-kunte1,0,0,0,0,,,inaturalist-2026-09
nallurahallin-kunte2,0,0,0,0,,,inaturalist-2026-09
nallurhalli-lake,0,0,0,0,,,inaturalist-2026-09
nandagokulanagar-kere,0,0,0,0,,,inaturalist-2026-09
nandagudi-kere-s,0,0,0,0,,,inaturalist-2026-09
nanjapura-kunte,0,0,0,0,,,inaturalist-2026-09
nanjapura-lake,0,0,0,0,,,inaturalist-2026-09
naraganahalli-lake,0,0,0,0,,,inaturalist-2026-09
narasapana-kere,1,1,1,1,2021-07-29,Psittacula krameri (Rose-ringed Parakeet),inaturalist-2026-09
narasapanakere,15,11,14,1,2021-03-28,Boerhavia diffusa (Wineflower);Cadaba fruticosa;Colotis aurora (Plain Orange-tip);Fulica atra (Eurasian Coot);Halcyon smyrnensis (White-throated Kingfisher);Holoptelea integrifolia (Indian elm);Nymphaea pubescens (Hairy water-lily);Ocyceros birostris (Indian Grey Hornbill);Ortygornis pondicerianus (Grey Francolin);Plocealauda affinis (Jerdon's Bushlark),inaturalist-2026-09
narasappanahalli-kere,0,0,0,0,,,inaturalist-2026-09
narasimhapalya-kere,0,0,0,0,,,inaturalist-2026-09
narasipura-kunte-1,0,0,0,0,,,inaturalist-2026-09
narasipura-kunte-2,0,0,0,0,,,inaturalist-2026-09
narasipura-lake,0,0,0,0,,,inaturalist-2026-09
narasipura-lake-1,35,26,28,9,2026-07-18,Amaurornis phoenicurus (White-breasted Waterhen);Microcarbo niger (Little Cormorant);Vanellus indicus (Red-wattled Lapwing);Acacia auriculiformis (Earpod Wattle);Anhinga melanogaster (Oriental Darter);Ardea cinerea (Grey Heron);Ardea intermedia (Medium Egret);Ardea purpurea (Purple Heron);Ardeola grayii (Indian Pond-Heron);Dicrurus aeneus (Bronzed Drongo),inaturalist-2026-09
narasipura-lake-2,2,1,1,2,2022-11-21,Porphyrio poliocephalus (Gray-headed Swamphen),inaturalist-2026-09
narayanapura-lake,0,0,0,0,,,inaturalist-2026-09
narayankere-lake,601,185,280,1,2026-08-23,Brachythemis contaminata (Ditch Jewel);Mesosphaerum suaveolens (Wide Spikenard);Canthium coromandelicum (coromandel boxwood);Pergularia daemia (Trellis-vine);Psammophilus dorsalis (Rock Dragon);Scolia binotata;Flueggea leucopyrus (Indian snowberry);Apis cerana (Asian Honey Bee);Capparis zeylanica (Indian caper);Indigofera linnaei (Birdsville Indigo),inaturalist-2026-09
nayanahalli-lake,0,0,0,0,,,inaturalist-2026-09
nayandanahalli-kere,0,0,0,0,,,inaturalist-2026-09
neelasandra-kere,1,1,1,1,2018-07-21,Nepita conferta (Footman moth),inaturalist-2026-09
nekkundi-dommasandra-kunte-1,0,0,0,0,,,inaturalist-2026-09
nekkundi-dommasandra-kunte-2,0,0,0,0,,,inaturalist-2026-09
nekkundi-dommasandra-sarkari-karabu-kere,0,0,0,0,,,inaturalist-2026-09
nelagadiranahalli-hosakere,0,0,0,0,,,inaturalist-2026-09
nelagadiranahalli-kunte,0,0,0,0,,,inaturalist-2026-09
nelagadiranahalli-lake,0,0,0,0,,,inaturalist-2026-09
nelaguli-lake,5,5,5,1,2023-12-09,Anthus rufulus (Paddyfield Pipit);Ardea purpurea (Purple Heron);Dicrurus macrocercus (Black Drongo);Halcyon smyrnensis (White-throated Kingfisher);Mycteria leucocephala (Painted Stork),inaturalist-2026-09
nelamangala-big-kere,0,0,0,0,,,inaturalist-2026-09
nelamangala-kere,0,0,0,0,,,inaturalist-2026-09
nelavagilu-lake,0,0,0,0,,,inaturalist-2026-09
nellakunte-kere,0,0,0,0,,,inaturalist-2026-09
neriga-lake,0,0,0,0,,,inaturalist-2026-09
nidigatte-kere,0,0,0,0,,,inaturalist-2026-09
nidvanda-kere,0,0,0,0,,,inaturalist-2026-09
nijagal-lake,0,0,0,0,,,inaturalist-2026-09
nijagal-lake-2,0,0,0,0,,,inaturalist-2026-09
nijagal-lake1,5,3,3,1,2024-10-06,Alangium salviifolium (Sage Leaved Alangium);Albizia amara (Krishna Siris);Leonotis nepetifolia (lion's ear),inaturalist-2026-09
nimbekaipura-katte,0,0,0,0,,,inaturalist-2026-09
nimbekaipura-kunte-1,0,0,0,0,,,inaturalist-2026-09
nimbekaipura-kunte-2,0,0,0,0,,,inaturalist-2026-09
nimbekaipura-kunte-3,13,5,8,1,2024-08-17,Cheilomenes sexmaculata (Six-spotted Zigzag Ladybird);Cinnyris asiaticus (Purple Sunbird);Coccinella transversalis (Small Transverse Ladybird Beetle);Cordia sebestena (Scarlet Cordia);Mentha spicata (spearmint);Orvasca subnotata;Pseudozizeeria maha (Pale Grass Blue);Talicada nyseus (Red Pierrot),inaturalist-2026-09
nimbekayipura-kere,75,46,42,8,2026-09-02,Fowlea piscator (Chequered Keelback);Ardea coromanda (Eastern Cattle-Egret);Dicrurus macrocercus (Black Drongo);Actitis hypoleucos (Common Sandpiper);Anas poecilorhyncha (Indian Spot-billed Duck);Ardeola grayii (Indian Pond-Heron);Passiflora vesicaria (Orangefruit Passionflower);Psammophilus dorsalis (Rock Dragon);Alternanthera ficoidea (sanguinaria);Anthus rufulus (Paddyfield Pipit),inaturalist-2026-09
